filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
malpitamal.mp3,0.225725725,0.017687147,2033.762386,1988.831696,3765.119842,0.138916496,-466.9027796,44.3002398,5.338886843,11.32491368,-0.023219311,-0.10512489,-1.147213787,-0.225749057,-3.581442248,-1.138541735,0.334657416,3.497411319,-1.976741965,0.964056952,-1.319727683,2.484790981,-1.925954646,0.965943131,0.440337954,1.283629345,amal
Movie_01.mp3,0.232726058,0.020849517,1821.586769,2028.312202,3531.399479,0.105405258,-465.2377545,49.11671701,12.23517528,9.890036985,0.132826336,1.597831236,-6.568297514,-7.252586503,-8.862313314,-0.218859675,-0.040363437,3.751700515,-3.886985797,0.060150925,-3.183506413,-0.545926714,-0.821848118,-1.094631591,-0.971810513,-0.638649154,amal
Movie_02.mp3,0.210896449,0.022433372,1883.855327,1886.870623,3504.425364,0.116647424,-462.8314123,47.39938005,7.035208071,9.304136801,0.574801228,-0.032150975,-5.895062792,-0.574294295,-6.224745281,-6.877651571,-9.716616327,-4.34610238,-1.528392815,-3.807181057,-3.26331076,-2.159415113,-4.086165634,-0.636285559,0.074917596,-4.357849689,amal
Movie_03.mp3,0.213788648,0.021133443,1745.880934,1681.153284,3003.144189,0.109792875,-467.9049469,49.13324593,1.525841698,5.250405413,-2.850644631,-0.20346966,-6.769702481,-4.443163876,-5.003718558,-0.080986692,-1.091953109,-0.822198872,-2.565412851,-3.019988623,-1.696203421,-0.888460171,-2.918755594,1.622071902,-3.881898175,-3.681109371,amal
Movie_04.mp3,0.234057793,0.021080174,1765.278787,1857.355592,3230.747038,0.108466292,-486.4013452,59.52337372,18.22698855,15.17369195,4.134293671,-1.706328452,-4.496617234,-4.178214913,-9.726753971,-2.455927793,-3.72359174,2.7155901,-3.040331218,-2.711934596,-4.639454807,0.443054721,-4.144465614,-2.079577944,-5.060267302,-3.208193155,amal
Movie_05.mp3,0.229615501,0.016526319,2199.035693,1970.253035,4076.273268,0.151561584,-469.0147058,50.46257881,4.883623972,18.12295538,-3.689526211,1.153288758,-3.865691014,-4.562993099,-4.47293956,1.178236622,-1.746849229,0.716372076,-2.85789768,-1.883832523,-1.847144552,2.11041339,-0.059125832,4.519425034,-0.701818639,-5.06508042,amal
Movie_06.mp3,0.225419544,0.013290911,2231.862745,2088.982228,4133.253303,0.150143062,-493.0326419,41.12991895,11.9761064,11.71959877,-0.595690782,4.129882249,-3.428557139,-2.273302082,-3.687490504,1.58810577,1.580632185,3.772933933,-0.569831976,-1.335358746,-4.047820911,-0.834130943,-4.663794374,-0.785930878,-3.882044051,-2.409015407,amal
Movie_07.mp3,0.235363416,0.026189189,2107.48256,2024.063803,3931.108521,0.134075153,-424.6220863,45.58898273,5.643302884,8.124955456,-2.315972652,1.420087988,-1.123696266,-5.939857579,-9.729342556,0.53077421,-1.074719309,2.086272742,-0.227494578,-0.031484751,-1.72849396,-0.193694938,-6.056012723,-1.081519522,-1.318505749,-0.239417291,amal
Movie_08.mp3,0.224932849,0.020707,1779.965003,1729.600892,3222.289741,0.114507107,-451.5676235,49.04354514,-9.621279005,8.547786333,5.935018734,-7.260252562,-5.923511288,-2.874858628,1.123879242,4.698855409,-1.652933275,-0.463543002,-0.88255087,-0.198839159,-0.293156772,1.378138212,-2.285593255,-0.926346439,-2.459556132,-1.412617645,amal
Movie_09.mp3,0.215265479,0.020161439,1807.148751,1729.000819,3114.022837,0.119003532,-476.2209919,48.69728813,-0.087476836,13.80939759,1.304580164,-6.51696603,-10.02839829,-9.257914538,-10.38079027,-1.749817082,-1.91559462,2.43736278,-0.90029537,-0.234458738,-0.546734371,-0.138495927,-3.730424736,0.770862193,-1.071950931,-0.973863706,amal
