filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
malpita.wav,0.22715866,0.067107379,2939.228476,2268.449567,5099.130141,0.184005514,-369.9775349,49.91019249,3.473692969,-12.74277173,-13.93840046,-6.079902434,-25.47678847,-17.52415598,-15.42698942,-4.82608946,-9.754741107,-6.526831047,-14.22437925,-13.87449013,-6.981800164,-8.552556112,-17.92919479,-2.971550929,-9.810642493,-9.532662426,amal
vocals1.wav,0.215879406,0.094158873,2355.678697,2470.846834,5133.532524,0.101047725,-331.9381445,50.5807795,17.45091954,-14.24689389,1.322353533,1.964475202,-15.7001815,-13.07544465,-19.62741141,-1.470830032,-13.16493303,-4.039570171,-16.79698031,-13.41228357,-5.368930097,-5.215026865,-18.22498752,-6.218666112,-11.6109044,-13.53697608,amal
vocals10.wav,0.181192605,0.056241687,1648.57821,1648.936265,3138.107255,0.076881296,-388.5433519,43.24959851,-8.507955023,0.395963447,-2.01648322,-9.519826247,-24.66855132,-16.7091193,-14.65579041,-7.428102821,-6.535231388,-7.200972315,-5.756943369,-9.091305127,-4.923785529,-6.546175243,-16.14854919,-3.043100503,-6.613252571,-13.53693397,amal
vocals2.wav,0.227413067,0.050977014,3717.682751,2850.066029,7177.485346,0.191604505,-346.1963875,15.75132879,8.277190863,-12.14908156,-17.90831851,-15.63996323,-21.01374806,-17.2913991,-21.72293524,-13.69819198,-24.83524194,-11.96543686,-8.266907316,-7.300549175,-3.079770542,-3.466285867,-8.068301173,2.284732991,-3.309258299,1.638190501,amal
vocals3.wav,0.210455689,0.056467161,2011.414998,1974.202934,4152.947759,0.096669014,-392.9323257,45.14296873,3.870666835,-13.45973748,-17.849881,-7.579200971,-19.77628651,-13.74953211,-15.27178808,-7.036759424,-11.46703082,-10.0451564,-6.408433781,-9.058988282,-5.685174231,-11.37932699,-10.87464059,0.799167281,-5.429416254,-9.586619355,amal
vocals4.wav,0.195003006,0.088218302,1781.436982,2155.800778,3940.744031,0.067718277,-350.5544708,62.05148285,22.62074028,-14.20357936,0.885166284,5.985281147,-13.27418443,-16.14669033,-21.96657405,-3.950157387,-20.22982386,-4.935744716,-13.75085262,-13.77900108,-7.444929778,-4.528692965,-19.79699066,-11.01568265,-11.45154976,-12.34654881,amal
vocals5.wav,0.196165969,0.06234283,2352.72451,2022.062988,4213.356613,0.146214448,-400.0844798,53.68182596,15.83203445,-12.95401193,-4.064091801,-6.405508456,-18.14284956,-12.2576241,-14.87340056,-4.338307866,-11.17338623,-3.040957836,-11.52684199,-10.36869612,-7.920847486,-4.27637954,-14.14774574,-3.00616015,-9.217897713,-7.731136264,amal
vocals6.wav,0.184861595,0.078684486,1739.360521,1885.037375,3525.614559,0.076580906,-360.2963819,57.00412617,-0.61038853,-16.22533216,-5.307804705,-7.710599138,-22.41955361,-19.47150142,-20.52477218,-4.896934689,-19.95098612,-3.990294025,-13.63010081,-15.59140426,-7.585341076,-6.728432524,-20.60851384,-8.613375449,-9.395691288,-12.76838385,amal
vocals7.wav,0.19328805,0.06695848,1980.462354,2030.773306,4117.876849,0.088244684,-364.7814771,41.50318918,9.661301601,-9.492404358,-7.691795761,7.011619761,-13.68256663,-11.33038703,-17.06500323,-9.0555448,-3.948729154,-3.753042307,-14.03618102,-9.781243502,-6.817157316,-4.394035071,-15.98627364,-2.599792904,-10.29764434,-8.077672449,amal
vocals8.wav,0.192454256,0.06846045,1829.863138,2132.133633,3899.197759,0.074779586,-385.6175271,50.30620934,18.87020946,-5.599410962,-0.65835697,0.724545026,-23.58883421,-8.776543097,-15.26673788,-6.553503972,-11.95195107,-9.772147218,-9.962802572,-10.66931633,-1.56782871,-10.45813763,-14.9066852,-5.187244214,-7.929072462,-8.246063085,amal
vocals9.wav,0.196337735,0.050508939,2003.934713,2060.925713,3962.770817,0.101456622,-409.7822894,43.1135027,8.594038263,-3.232643745,1.918762594,-8.308505256,-17.16682477,-15.1292891,-10.58652016,-4.756579207,-10.84226324,-5.071505709,-9.543225528,-5.793504227,-3.168836533,-5.235888747,-16.51935288,-5.006142297,-8.78476065,-8.441200981,amal
adawanwu.wav,0.271128822,0.079140462,1923.077455,1915.632702,3586.749224,0.095162687,-325.8907535,77.74726995,1.936840424,12.63047205,-5.100590081,-2.770630964,-10.28170968,0.114750914,-22.83128832,-5.05849576,4.000411333,-9.705178993,-4.249588039,-10.85098221,-4.694868445,0.436409362,-10.79612503,5.321530173,-4.931640028,-8.789299065,amaradewa
